Título,Precio,Dirección,URL,Metros cuadrados,Recámaras,Baños
"Francisco Broissin Abdala, Col. Pocitos y Rivera, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91729, ID: 29401898","$4,375,000 MXN","Francisco Broissin Abdala, Col. Pocitos y Rivera",https://propiedades.com/inmuebles/casa-en-venta-francisco-broissin-abdala-pocitos-y-rivera-veracruz-29401898#pagina=5&tipos=casas-venta&area=veracruz&pos=34,361,4,4
"buhos #17, Col. Morada del Quetzal (Tres Pasos), Emiliano Zapata, Veracruz de Ignacio de la Llave, México, C.P. 91637, ID: 29368272","$2,680,000 MXN","buhos #17, Col. Morada del Quetzal (Tres Pasos)",https://propiedades.com/inmuebles/casa-en-venta-buhos-17-morada-del-quetzal-tres-pasos-veracruz-29368272#pagina=5&tipos=casas-venta&area=veracruz&pos=35,170,3,2
", Col. Tampamachoco, Tuxpan, Veracruz de Ignacio de la Llave, México, C.P. 92773, ID: 28883190","$2,000,000 MXN"," , Col. Tampamachoco",https://propiedades.com/inmuebles/casa-en-venta-tampamachoco-veracruz-28883190#pagina=5&tipos=casas-venta&area=veracruz&pos=36,70,1,1
"Secoya #116, Col. Floresta, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91940, ID: 29722423","$2,300,000 MXN","Secoya  #116, Col. Floresta",https://propiedades.com/inmuebles/casa-en-venta-secoya-116-floresta-veracruz-29722423#pagina=5&tipos=casas-venta&area=veracruz&pos=37,250,4,4
"Tuxpam #9, Col. Obrero Campesina, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91020, ID: 29834288","$6,500,000 MXN"," Tuxpam  #9, Col. Obrero Campesina",https://propiedades.com/inmuebles/casa-en-venta-tuxpam-9-obrero-campesina-veracruz-29834288#pagina=5&tipos=casas-venta&area=veracruz&pos=38,400,3,4
"Zona Sebastián Bach, Col. Rincón de las Animas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91190, ID: 29979194","$2,090,000 MXN","Zona Sebastián Bach, Col. Rincón de las Animas",https://propiedades.com/inmuebles/casa-en-venta-zona-sebastian-bach-rincon-de-las-animas-veracruz-29979194#pagina=5&tipos=casas-venta&area=veracruz&pos=39,125,3,2
"Calle Fco. Ferrer Guardia, Col. Ciudad Mendoza Centro, Camerino Z. Mendoza, Veracruz de Ignacio de la Llave, México, C.P. 94740, ID: 29450857","$2,200,000 MXN","Calle Fco. Ferrer Guardia, Col. Ciudad Mendoza Centro",https://propiedades.com/inmuebles/casa-en-venta-calle-fco-ferrer-guardia-ciudad-mendoza-centro-veracruz-29450857#pagina=5&tipos=casas-venta&area=veracruz&pos=41,396,2,1
"Rafael Ramírez, Col. Xalapa Enríquez Centro, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91000, ID: 29843358","$3,300,000 MXN","Rafael Ramírez, Col. Xalapa Enríquez Centro",https://propiedades.com/inmuebles/casa-en-venta-rafael-ramirez-xalapa-enriquez-centro-veracruz-29843358#pagina=5&tipos=casas-venta&area=veracruz&pos=42,277,6,2
"Avenida Fraternidad 898 #898, Col. Unidad Veracruzana, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91710, ID: 29761150","$2,343,000 MXN","Avenida Fraternidad 898 #898, Col. Unidad Veracruzana",https://propiedades.com/inmuebles/casa-en-venta-avenida-fraternidad-898-898-unidad-veracruzana-veracruz-29761150#pagina=5&tipos=casas-venta&area=veracruz&pos=43,187,3,2
"5 manzana 2Int. 36, Col. Martires de Chicago, Minatitlán, Veracruz de Ignacio de la Llave, México, C.P. 96770, ID: 29795227","$1,200,000 MXN","5 manzana 2Int. 36, Col. Martires de Chicago",https://propiedades.com/inmuebles/casa-en-venta-5-manzana-2-martires-de-chicago-veracruz-29795227#pagina=5&tipos=casas-venta&area=veracruz&pos=44,200,4,1
"Cascadas #25, Col. Laguna Real, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91790, ID: 29423172","$1,795,000 MXN","Cascadas  #25, Col. Laguna Real",https://propiedades.com/inmuebles/casa-en-venta-cascadas-25-laguna-real-veracruz-29423172#pagina=5&tipos=casas-venta&area=veracruz&pos=45,125,3,2
"Col. Jardines de Virginia, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94294, ID: 27820064","$4,300,000 MXN",Col. Jardines de Virginia,https://propiedades.com/inmuebles/casa-en-venta-jardines-de-virginia-veracruz-27820064#pagina=5&tipos=casas-venta&area=veracruz&pos=46,280,3,3
"Mariano Escobedo #1, Col. Mirador, Cerro Azul, Veracruz de Ignacio de la Llave, México, C.P. 92518, ID: 26639766","$1,990,000 MXN","Mariano Escobedo #1, Col. Mirador",https://propiedades.com/inmuebles/casa-en-venta-mariano-escobedo-1-mirador-veracruz-26639766#pagina=5&tipos=casas-venta&area=veracruz&pos=47,252,4,2
"LOMBARDO TOLEDANO #s/n, Col. Vicente Lombardo Toledano, Fortín, Veracruz de Ignacio de la Llave, México, C.P. 94472, ID: 29063382","$1,650,000 MXN","LOMBARDO TOLEDANO #s/n, Col. Vicente Lombardo Toledano",https://propiedades.com/inmuebles/casa-en-venta-lombardo-toledano-sn-vicente-lombardo-toledano-veracruz-29063382#pagina=6&tipos=casas-venta&area=veracruz&pos=1,180,3,3
"Mar de Azov #s/n, Col. La Jolla Residencial, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96535, ID: 29717555","$3,950,000 MXN","Mar de Azov #s/n, Col. La Jolla Residencial",https://propiedades.com/inmuebles/casa-en-venta-mar-de-azov-sn-la-jolla-residencial-veracruz-29717555#pagina=6&tipos=casas-venta&area=veracruz&pos=2,221,3,3
"-, Col. Medellin de Bravo, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94270, ID: 29963891","$470,000 MXN","-, Col. Medellin de Bravo",https://propiedades.com/inmuebles/casa-en-venta-medellin-de-bravo-veracruz-29963891#pagina=6&tipos=casas-venta&area=veracruz&pos=3,62,2,1
"Araucarias, Col. Indeco Animas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91190, ID: 26872908","$7,700,000 MXN","Araucarias, Col. Indeco Animas",https://propiedades.com/inmuebles/casa-en-venta-araucarias-indeco-animas-veracruz-26872908#pagina=6&tipos=casas-venta&area=veracruz&pos=4,483,3,3
"X, Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 29889673","$4,780,000 MXN","X, Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-x-el-dorado-veracruz-29889673#pagina=6&tipos=casas-venta&area=veracruz&pos=5,233,3,3
"José María Caracas, Col. Guadalupe Victoria, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96520, ID: 29376209","$1,700,000 MXN","José María Caracas, Col. Guadalupe Victoria",https://propiedades.com/inmuebles/casa-en-venta-jose-maria-caracas-guadalupe-victoria-veracruz-29376209#pagina=6&tipos=casas-venta&area=veracruz&pos=6,300,3,2
"C.10, Col. Álamos INFONAVIT, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94542, ID: 27945903","$1,490,000 MXN","C.10, Col. Álamos INFONAVIT",https://propiedades.com/inmuebles/casa-en-venta-c10-alamos-infonavit-veracruz-27945903#pagina=6&tipos=casas-venta&area=veracruz&pos=7,102,3,2
"Liquidámbar #38, Col. Reserva Territorial, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91096, ID: 29475648","$2,050,000 MXN","Liquidámbar #38, Col. Reserva Territorial",https://propiedades.com/inmuebles/casa-en-venta-liquidambar-38-reserva-territorial-veracruz-29475648#pagina=6&tipos=casas-venta&area=veracruz&pos=8,150,3,3
"Calle Monte de los Olivos No. 22Betania,, Col. San Román INFONAVIT, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94542, ID: 28989026","$3,547,000 MXN","Calle Monte de los Olivos No. 22Betania,, Col. San Román INFONAVIT",https://propiedades.com/inmuebles/casa-en-venta-calle-monte-de-los-olivos-no-22betania-san-roman-infonavit-veracruz-28989026#pagina=6&tipos=casas-venta&area=veracruz&pos=9,242,3,3
"emiliano zapata #sin numero, Col. Hidalgo, Pueblo Viejo, Veracruz de Ignacio de la Llave, México, C.P. 92037, ID: 28764522","$1,000,000 MXN","emiliano zapata #sin numero, Col. Hidalgo",https://propiedades.com/inmuebles/casa-en-venta-emiliano-zapata-sin-numero-hidalgo-veracruz-28764522#pagina=6&tipos=casas-venta&area=veracruz&pos=10,99,3,2
"Ignacio Aldama, Col. Xalapa Enríquez Centro, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91000, ID: 28086942","$4,450,000 MXN","Ignacio Aldama, Col. Xalapa Enríquez Centro",https://propiedades.com/inmuebles/casa-en-venta-ignacio-aldama-xalapa-enriquez-centro-veracruz-28086942#pagina=6&tipos=casas-venta&area=veracruz&pos=11,339,4,3
"ZARAGOZA #ND, Col. Ignacio Zaragoza, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91910, ID: 27174397","$7,000,000 MXN","ZARAGOZA #ND, Col. Ignacio Zaragoza",https://propiedades.com/inmuebles/casa-en-ambos-zaragoza-nd-ignacio-zaragoza-veracruz-27174397#pagina=6&tipos=casas-venta&area=veracruz&pos=12,130,3,2
"Diego de Ordaz, Col. Reforma, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91919, ID: 29756593","$4,300,000 MXN","Diego de Ordaz, Col. Reforma",https://propiedades.com/inmuebles/casa-en-venta-diego-de-ordaz-reforma-veracruz-29756593#pagina=6&tipos=casas-venta&area=veracruz&pos=13,300,4,4
"azucenas #s/n, Col. Maloapan I, Martínez de la Torre, Veracruz de Ignacio de la Llave, México, C.P. 93607, ID: 29776633","$2,100,000 MXN","azucenas #s/n, Col. Maloapan I",https://propiedades.com/inmuebles/casa-en-venta-azucenas-sn-maloapan-i-veracruz-29776633#pagina=6&tipos=casas-venta&area=veracruz&pos=14,220,4,2
"Centenario de Juarez, Col. Revolución, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94296, ID: 29862272","$2,400,000 MXN","Centenario de Juarez, Col. Revolución",https://propiedades.com/inmuebles/casa-en-venta-centenario-de-juarez-revolucion-veracruz-29862272#pagina=6&tipos=casas-venta&area=veracruz&pos=15,170,3,2
"Pedro Cinta, Col. Ampliación Villa Rica, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94298, ID: 29839071","$2,690,000 MXN","Pedro Cinta, Col. Ampliación Villa Rica",https://propiedades.com/inmuebles/casa-en-venta-pedro-cinta-ampliacion-villa-rica-veracruz-29839071#pagina=6&tipos=casas-venta&area=veracruz&pos=16,155,3,3
"Totonaca #26, Col. Emiliano Zapata, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91093, ID: 28416229","$1,300,000 MXN","Totonaca #26, Col. Emiliano Zapata",https://propiedades.com/inmuebles/casa-en-venta-totonaca-26-emiliano-zapata-veracruz-28416229#pagina=6&tipos=casas-venta&area=veracruz&pos=18,180,2,1
"olmos #9, Col. Aurora, Minatitlán, Veracruz de Ignacio de la Llave, México, C.P. 96799, ID: 28440281","$1,500,000 MXN","olmos #9, Col. Aurora",https://propiedades.com/inmuebles/casa-en-venta-olmos-9-aurora-veracruz-28440281#pagina=6&tipos=casas-venta&area=veracruz&pos=20,124,3,2
"X, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28145005","$4,465,000 MXN","X, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-x-las-lomas-residencial-veracruz-28145005#pagina=6&tipos=casas-venta&area=veracruz&pos=21,210,3,3
"Jimenez, Col. Veracruz Centro, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91700, ID: 28933632","$1,300,000 MXN","Jimenez, Col. Veracruz Centro",https://propiedades.com/inmuebles/casa-en-venta-jimenez-veracruz-centro-veracruz-28933632#pagina=6&tipos=casas-venta&area=veracruz&pos=22,112,3,2
", Col. Tenechaco INFONAVIT, Tuxpan, Veracruz de Ignacio de la Llave, México, C.P. 92860, ID: 29837462","$1,650,000 MXN"," , Col. Tenechaco INFONAVIT",https://propiedades.com/inmuebles/casa-en-venta-tenechaco-infonavit-veracruz-29837462#pagina=6&tipos=casas-venta&area=veracruz&pos=23,136,3,2
"CALLE 28 CON AVENIDA 17 #1702, Col. Nuevo San Jose, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94560, ID: 28186023","$3,300,000 MXN","CALLE 28 CON AVENIDA 17 #1702, Col. Nuevo San Jose",https://propiedades.com/inmuebles/casa-en-venta-calle-28-con-avenida-17-1702-nuevo-san-jose-veracruz-28186023#pagina=6&tipos=casas-venta&area=veracruz&pos=24,125,4,1
"Avenida Xana, Col. Xana II, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91726, ID: 29294446","$1,469,000 MXN","Avenida Xana, Col. Xana II",https://propiedades.com/inmuebles/casa-en-venta-avenida-xana-xana-ii-veracruz-29294446#pagina=6&tipos=casas-venta&area=veracruz&pos=25,78,3,1
"Calle Enrique Rodríguez Cano 5 #5, Col. Ejido Primero de Mayo Sur, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94297, ID: 29326963","$2,650,000 MXN","Calle Enrique Rodríguez Cano 5 #5, Col. Ejido Primero de Mayo Sur",https://propiedades.com/inmuebles/casa-en-venta-calle-enrique-rodriguez-cano-5-5-ejido-primero-de-mayo-sur-veracruz-29326963#pagina=6&tipos=casas-venta&area=veracruz&pos=26,146,3,3
"Ferrocarilera, Col. Hogares Ferrocarrileros, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91129, ID: 29852045","$2,700,000 MXN","Ferrocarilera, Col. Hogares Ferrocarrileros",https://propiedades.com/inmuebles/casa-en-venta-ferrocarilera-hogares-ferrocarrileros-veracruz-29852045#pagina=6&tipos=casas-venta&area=veracruz&pos=27,190,3,2
"Fraccionamiento Los Olivos, Col. Los Olivos, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94580, ID: 27846814","$2,800,000 MXN","Fraccionamiento Los Olivos, Col. Los Olivos",https://propiedades.com/inmuebles/casa-en-venta-fraccionamiento-los-olivos-los-olivos-veracruz-27846814#pagina=6&tipos=casas-venta&area=veracruz&pos=29,155,3,2
"Calle RobleInt. Sn, Col. La Luz Francisco I Madero, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94485, ID: 29704462","$1,400,000 MXN","Calle RobleInt. Sn, Col. La Luz Francisco I Madero",https://propiedades.com/inmuebles/casa-en-venta-calle-roble-la-luz-francisco-i-madero-veracruz-29704462#pagina=6&tipos=casas-venta&area=veracruz&pos=31,65,2,1
"Esta en calle secuoya num 5 fraccionamiento arboledas san Ra, Col. Arboledas de San Ramon, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 28414228","$1,300,000 MXN","Esta en calle secuoya num 5 fraccionamiento arboledas san Ra, Col. Arboledas de San Ramon",https://propiedades.com/inmuebles/casa-en-venta-esta-en-calle-secuoya-num-5-fraccionamiento-arboledas-san-ra-arboledas-de-san-ramon-veracruz-28414228#pagina=6&tipos=casas-venta&area=veracruz&pos=32,75,2,2
"Costa de Oro 1era sección, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 29459114","$5,500,000 MXN","Costa de Oro 1era sección, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-1era-seccion-costa-de-oro-veracruz-29459114#pagina=6&tipos=casas-venta&area=veracruz&pos=33,245,3,3
", Col. Tlacotalpan, Tlacotalpan, Veracruz de Ignacio de la Llave, México, C.P. 95460, ID: 28654993","$2,500,000 MXN"," , Col. Tlacotalpan",https://propiedades.com/inmuebles/casa-en-venta-tlacotalpan-veracruz-28654993#pagina=6&tipos=casas-venta&area=veracruz&pos=34,233,2,3
"Boulevard Crystal Lagoons, Col. Mata de Pita, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91698, ID: 29408460","$1,600,000 MXN","Boulevard Crystal Lagoons, Col. Mata de Pita",https://propiedades.com/inmuebles/casa-en-venta-boulevard-crystal-lagoons-mata-de-pita-veracruz-29408460#pagina=6&tipos=casas-venta&area=veracruz&pos=35,85,3,2
"10, Col. 22 de Septiembre, Coatepec, Veracruz de Ignacio de la Llave, México, C.P. 91549, ID: 28264942","$2,100,000 MXN","10, Col. 22 de Septiembre",https://propiedades.com/inmuebles/casa-en-venta-10-22-de-septiembre-veracruz-28264942#pagina=6&tipos=casas-venta&area=veracruz&pos=36,178,3,2
"Casa en venta en Veracruz de un piso Col Jardines de Medellí #164Int. 265, Col. Medellin de Bravo, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94270, ID: 28865111","$750,000 MXN","Casa en venta en Veracruz de un piso Col Jardines de Medellí #164Int. 265, Col. Medellin de Bravo",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-de-un-piso-col-jardines-de-medelli-164-medellin-de-bravo-veracruz-28865111#pagina=6&tipos=casas-venta&area=veracruz&pos=37,60,2,1
", Col. Colinas de Santa Fe, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91808, ID: 29937810","$700,000 MXN"," , Col. Colinas de Santa Fe",https://propiedades.com/inmuebles/casa-en-venta-colinas-de-santa-fe-veracruz-29937810#pagina=6&tipos=casas-venta&area=veracruz&pos=38,46,2,1
"VENTA DE CASA EN BOCA DEL RIO Callejón Independencia 17 #17, Col. Ricardo Flores Magón, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 28866629","$2,500,000 MXN","VENTA DE CASA EN BOCA DEL RIO  Callejón Independencia 17 #17, Col. Ricardo Flores Magón",https://propiedades.com/inmuebles/casa-en-venta-venta-de-casa-en-boca-del-rio-callejon-independencia-17-17-ricardo-flores-magon-veracruz-28866629#pagina=6&tipos=casas-venta&area=veracruz&pos=40,190,4,2
"Lázaro Cárdenas, Col. Ejido Primero de Mayo Norte, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94297, ID: 29764202","$2,975,000 MXN","Lázaro Cárdenas, Col. Ejido Primero de Mayo Norte",https://propiedades.com/inmuebles/casa-en-venta-lazaro-cardenas-ejido-primero-de-mayo-norte-veracruz-29764202#pagina=6&tipos=casas-venta&area=veracruz&pos=41,170,3,3
"Circuito Interior Santa Fe #226, Col. Villas de San Martín, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96535, ID: 29770246","$985,000 MXN","Circuito Interior Santa Fe  #226, Col. Villas de San Martín",https://propiedades.com/inmuebles/casa-en-venta-circuito-interior-santa-fe-226-villas-de-san-martin-veracruz-29770246#pagina=6&tipos=casas-venta&area=veracruz&pos=42,130,3,2
"Poniente 12, entre Calle Fco. I. Madero y Norte 3., Col. Orizaba Centro, Orizaba, Veracruz de Ignacio de la Llave, México, C.P. 94300, ID: 26406238","$6,000,000 MXN","Poniente 12, entre Calle Fco. I. Madero y Norte 3., Col. Orizaba Centro",https://propiedades.com/inmuebles/casa-en-venta-poniente-12-entre-calle-fco-i-madero-y-norte-3-orizaba-centro-veracruz-26406238#pagina=6&tipos=casas-venta&area=veracruz&pos=43,631,3,1
"Col Graciano Sanchez, Boca del Rio, Ver. 1 #1, Col. Graciano Sánchez Romo, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 28658677","$5,000,000 MXN","Col Graciano Sanchez, Boca del Rio, Ver. 1 #1, Col. Graciano Sánchez Romo",https://propiedades.com/inmuebles/casa-en-venta-col-graciano-sanchez-boca-del-rio-ver-1-1-graciano-sanchez-romo-veracruz-28658677#pagina=6&tipos=casas-venta&area=veracruz&pos=44,309,4,4
"Santa Isabel Col Santa Cecilia #3, Col. Guadalupe Victoria, Tlalnelhuayocan, Veracruz de Ignacio de la Llave, México, C.P. 91233, ID: 28788930","$1,500,000 MXN","Santa Isabel  Col Santa Cecilia #3, Col. Guadalupe Victoria",https://propiedades.com/inmuebles/casa-en-venta-santa-isabel-col-santa-cecilia-3-guadalupe-victoria-veracruz-28788930#pagina=6&tipos=casas-venta&area=veracruz&pos=45,112,2,1
"BELISARIO DOMINGUEZ #42, Col. San Andres Tuxtla Centro, San Andrés Tuxtla, Veracruz de Ignacio de la Llave, México, C.P. 95700, ID: 29207425","$9,250,000 MXN","BELISARIO DOMINGUEZ #42, Col. San Andres Tuxtla Centro",https://propiedades.com/inmuebles/casa-en-venta-belisario-dominguez-42-san-andres-tuxtla-centro-veracruz-29207425#pagina=6&tipos=casas-venta&area=veracruz&pos=46,630,5,3
"20 de Mayo, Col. Ocotita, Banderilla, Veracruz de Ignacio de la Llave, México, C.P. 91302, ID: 29368850","$1,320,000 MXN","20 de Mayo, Col. Ocotita",https://propiedades.com/inmuebles/casa-en-venta-20-de-mayo-ocotita-veracruz-29368850#pagina=6&tipos=casas-venta&area=veracruz&pos=47,114,2,1
"Ambrosio Solorzano #604, Col. Puerto México, Coatzacoalcos, Veracruz de Ignacio de la Llave, México, C.P. 96510, ID: 29906752","$2,595,000 MXN","Ambrosio Solorzano #604, Col. Puerto México",https://propiedades.com/inmuebles/casa-en-venta-ambrosio-solorzano-604-puerto-mexico-veracruz-29906752#pagina=7&tipos=casas-venta&area=veracruz&pos=1,200,3,3
"Unidad del Bosque Pensiones, Xalapa, Veracruz, Col. Unidad del Bosque Pensiones, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91017, ID: 26339803","$1,300,000 MXN","Unidad del Bosque Pensiones, Xalapa, Veracruz, Col. Unidad del Bosque Pensiones",https://propiedades.com/inmuebles/casa-en-venta-unidad-del-bosque-pensiones-xalapa-veracruz-unidad-del-bosque-pensiones-veracruz-26339803#pagina=7&tipos=casas-venta&area=veracruz&pos=2,177,5,3
"c 2 #123, Col. Pedregal de las Animas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91196, ID: 26787103","$2,700,000 MXN","c 2 #123, Col. Pedregal de las Animas",https://propiedades.com/inmuebles/casa-en-venta-c-2-123-pedregal-de-las-animas-veracruz-26787103#pagina=7&tipos=casas-venta&area=veracruz&pos=3,220,3,2
